City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
599,Allapalli,IN,67.89,clear sky,19.4167,80.0667,"Hotel IK Residency, GUEST HOUSE AC NON AC"
601,North Platte,US,55.38,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
602,Sao Joao Da Barra,BR,69.15,few clouds,-21.6403,-41.0511,Pousada Porto De Canoas
604,Asau,RO,53.76,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
606,Nemuro,JP,47.77,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
611,Helong,CN,50.47,clear sky,42.5397,128.9972,Helong Hotel
613,Necochea,AR,52.03,light rain,-38.5473,-58.7368,dyd -mar Hotel
614,Louisville,US,56.21,overcast clouds,38.2542,-85.7594,Hyatt Regency Louisville
615,General Pico,AR,56.32,moderate rain,-35.6566,-63.7568,Euskadi Hotel
616,Surskoye,RU,45.27,clear sky,54.4821,46.7214,Sura
617,San Carlos De Bariloche,AR,44.35,scattered clouds,-41.1456,-71.3082,Hotel Patagonia
618,Mnogovershinnyy,RU,37.22,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
619,Havre-Saint-Pierre,CA,46.76,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
620,Chitral,PK,36.05,few clouds,35.8462,71.7858,PTDC Motel Chitral
622,Lerwick,GB,42.8,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
623,Horodyshche,UA,49.78,broken clouds,49.2849,31.4451,Noyev Kovcheh
624,Linxia,CN,47.59,overcast clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
625,Dillon,US,68.83,scattered clouds,34.4166,-79.3712,Dillon Express Inn
626,Asyut,EG,67.69,clear sky,27.180999999999997,31.1837,Florence Hotel Assiut
627,Keokuk,US,52.09,broken clouds,40.3973,-91.3849,Hampton Inn Keokuk
628,Santa Ana,US,68.79,clear sky,33.7456,-117.8678,Santa Ana Travel Inn
629,Richards Bay,ZA,66.81,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
630,Roald,NO,44.74,scattered clouds,62.5833,6.1333,Flem Cabins
631,Burley,US,55.36,scattered clouds,42.5357,-113.7928,Fairfield Inn & Suites by Marriott Burley
634,Isilkul,RU,43.65,overcast clouds,54.9109,71.2728,Perekrestok Mini-Hotel
635,Sarkand,KZ,31.48,scattered clouds,45.41,79.9186,Гостиница Сарканд
636,Whitianga,NZ,61.02,overcast clouds,-36.8333,175.7,Beachside Resort Whitianga
637,Namibe,AO,64.51,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
638,Taltal,CL,57.65,scattered clouds,-25.4,-70.4833,Residencial Karime
639,Primorsko-Akhtarsk,RU,54.45,few clouds,46.0497,38.1747,Guest House on 50 let Oktyabrya
640,Sakakah,SA,66.42,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
648,Alpena,US,40.1,overcast clouds,45.0617,-83.4327,Days Inn by Wyndham Alpena
651,Pierre,US,45.86,clear sky,44.3683,-100.351,Ramkota Hotel
652,Poitiers,FR,36.01,clear sky,46.5833,0.3333,ibis Poitiers Centre
654,Maardu,EE,39.18,light rain,59.4767,25.025,AS KOVANDA
655,Mpongwe,ZM,67.59,clear sky,-13.5091,28.155,GCMF Office & Lodge
657,Kasongo,CD,67.01,overcast clouds,-4.45,26.6667,Guest Hôtel
